Instance,firstObjective,finalObjective,time(s)
B-n57-k9-r12_3_4_1.00,259.62,216.65,1.04
B-n57-k9-r12_3_4_2.00,273.15,200.49,3.55
B-n57-k9-r12_1_9_0.50,222.87,210.62,0.84
B-n57-k9-r12_1_9_1.00,223.26,203.96,0.89
B-n57-k9-r12_1_9_2.00,200.00,200.00,0.74
B-n57-k9-r12_2_9_0.50,224.90,204.97,0.81
B-n57-k9-r12_2_9_1.00,213.34,200.00,0.80
B-n57-k9-r12_2_9_2.00,223.48,200.00,0.81
B-n57-k9-r12_3_9_0.50,223.37,200.00,0.81
B-n57-k9-r12_3_9_1.00,222.80,200.00,0.91
B-n57-k9-r12_3_9_2.00,215.01,200.00,0.80
B-n57-k9-r16_1_2_0.50,304.79,274.68,1.26
B-n57-k9-r16_1_2_1.00,312.12,265.91,3.46
B-n57-k9-r16_1_2_2.00,325.30,243.94,1.87
B-n57-k9-r16_2_2_0.50,344.13,281.64,4.59
B-n57-k9-r16_2_2_1.00,269.11,255.08,1.45
B-n57-k9-r16_2_2_2.00,321.68,255.40,0.96
B-n57-k9-r16_3_2_0.50,287.72,255.87,0.92
B-n57-k9-r16_3_2_1.00,333.34,252.90,1.70
B-n57-k9-r16_3_2_2.00,320.16,240.73,2.09
B-n57-k9-r16_1_3_0.50,290.09,257.90,1.67
B-n57-k9-r16_1_3_1.00,246.74,220.98,4.93
B-n57-k9-r16_1_3_2.00,293.81,214.34,1.18
B-n57-k9-r16_2_3_0.50,290.57,218.06,4.20
B-n57-k9-r16_2_3_1.00,284.43,214.34,1.26
B-n57-k9-r16_2_3_2.00,259.56,206.41,1.96
B-n57-k9-r16_3_3_0.50,263.52,219.07,2.25
B-n57-k9-r16_3_3_1.00,259.55,199.90,1.85
B-n57-k9-r16_3_3_2.00,280.62,209.72,1.83
B-n57-k9-r16_1_4_0.50,247.99,228.41,1.39
B-n57-k9-r16_1_4_1.00,238.20,215.53,0.87
B-n57-k9-r16_1_4_2.00,255.41,201.56,1.61
B-n57-k9-r16_2_4_0.50,279.51,216.66,2.59
B-n57-k9-r16_2_4_1.00,267.28,201.63,1.78
B-n57-k9-r16_2_4_2.00,265.80,199.28,0.99
B-n57-k9-r16_3_4_0.50,274.99,205.69,2.51
B-n57-k9-r16_3_4_1.00,234.19,200.56,2.11
B-n57-k9-r16_3_4_2.00,244.37,202.73,0.87
B-n57-k9-r16_1_9_0.50,224.85,211.11,1.26
B-n57-k9-r16_1_9_1.00,251.65,205.68,1.85
B-n57-k9-r16_1_9_2.00,221.71,199.28,0.79
B-n57-k9-r16_2_9_0.50,223.72,208.63,1.79
B-n57-k9-r16_2_9_1.00,222.80,199.28,0.79
B-n57-k9-r16_2_9_2.00,222.72,199.28,0.81
B-n57-k9-r16_3_9_0.50,223.66,200.18,0.81
B-n57-k9-r16_3_9_1.00,221.19,199.28,0.82
B-n57-k9-r16_3_9_2.00,210.64,199.28,0.73
B-n63-k10-r8_1_2_0.50,353.39,280.18,2.03
B-n63-k10-r8_1_2_1.00,336.57,282.14,2.17
B-n63-k10-r8_1_2_2.00,318.96,281.03,4.11
B-n63-k10-r8_2_2_0.50,340.38,283.81,2.12
B-n63-k10-r8_2_2_1.00,332.11,278.30,1.54
B-n63-k10-r8_2_2_2.00,332.58,273.73,1.47
B-n63-k10-r8_3_2_0.50,307.34,270.64,3.62
B-n63-k10-r8_3_2_1.00,321.32,273.43,2.12
B-n63-k10-r8_3_2_2.00,318.80,295.04,1.06
B-n63-k10-r8_1_3_0.50,277.14,232.40,2.36
B-n63-k10-r8_1_3_1.00,297.74,230.86,3.09
B-n63-k10-r8_1_3_2.00,256.33,221.33,2.15
B-n63-k10-r8_2_3_0.50,246.44,243.68,1.79
B-n63-k10-r8_2_3_1.00,286.28,221.33,2.21
B-n63-k10-r8_2_3_2.00,282.36,221.38,3.53
B-n63-k10-r8_3_3_0.50,309.31,237.72,1.07
B-n63-k10-r8_3_3_1.00,291.87,221.33,2.41
B-n63-k10-r8_3_3_2.00,294.94,228.74,1.82
B-n63-k10-r8_1_4_0.50,244.95,217.92,0.96
B-n63-k10-r8_1_4_1.00,244.76,217.92,0.81
B-n63-k10-r8_1_4_2.00,282.49,224.81,1.27
B-n63-k10-r8_2_4_0.50,282.77,226.12,2.34
B-n63-k10-r8_2_4_1.00,235.90,220.01,2.29
B-n63-k10-r8_2_4_2.00,248.35,217.92,1.54
B-n63-k10-r8_3_4_0.50,275.25,217.92,1.33
B-n63-k10-r8_3_4_1.00,272.10,217.92,0.91
B-n63-k10-r8_3_4_2.00,282.64,239.02,0.99
B-n63-k10-r8_1_10_0.50,210.47,201.40,0.72
B-n63-k10-r8_1_10_1.00,235.95,201.40,0.66
B-n63-k10-r8_1_10_2.00,208.51,201.40,0.79
B-n63-k10-r8_2_10_0.50,220.78,201.40,0.67
B-n63-k10-r8_2_10_1.00,223.76,201.40,0.78
B-n63-k10-r8_2_10_2.00,217.92,201.40,0.68
B-n63-k10-r8_3_10_0.50,211.89,201.40,0.75
B-n63-k10-r8_3_10_1.00,203.96,201.40,0.69
B-n63-k10-r8_3_10_2.00,213.98,201.40,0.70
B-n63-k10-r12_1_2_0.50,331.37,286.51,4.19
B-n63-k10-r12_1_2_1.00,354.16,288.16,1.14
B-n63-k10-r12_1_2_2.00,350.91,273.79,3.68
B-n63-k10-r12_2_2_0.50,318.52,281.26,5.61
B-n63-k10-r12_2_2_1.00,319.72,265.04,3.25
B-n63-k10-r12_2_2_2.00,319.39,266.12,3.55
B-n63-k10-r12_3_2_0.50,321.52,275.09,2.08
B-n63-k10-r12_3_2_1.00,304.67,264.86,5.39
B-n63-k10-r12_3_2_2.00,322.87,264.98,2.79
B-n63-k10-r12_1_3_0.50,254.25,236.33,1.99
B-n63-k10-r12_1_3_1.00,302.25,229.18,3.35
B-n63-k10-r12_1_3_2.00,310.18,216.64,2.92
B-n63-k10-r12_2_3_0.50,278.24,229.20,1.69
B-n63-k10-r12_2_3_1.00,282.89,218.34,1.81
B-n63-k10-r12_2_3_2.00,261.33,217.80,1.83
B-n63-k10-r12_3_3_0.50,293.25,224.30,2.10
B-n63-k10-r12_3_3_1.00,306.92,217.80,1.44
B-n63-k10-r12_3_3_2.00,293.46,216.64,4.89
B-n63-k10-r12_1_4_0.50,273.81,216.06,2.91
B-n63-k10-r12_1_4_1.00,227.87,209.92,2.48
B-n63-k10-r12_1_4_2.00,266.37,216.75,0.94
B-n63-k10-r12_2_4_0.50,246.74,222.32,1.54
B-n63-k10-r12_2_4_1.00,271.71,207.74,1.12
B-n63-k10-r12_2_4_2.00,268.82,207.74,1.17
B-n63-k10-r12_3_4_0.50,248.26,214.66,1.11
B-n63-k10-r12_3_4_1.00,247.87,214.35,1.14
B-n63-k10-r12_3_4_2.00,253.19,207.74,1.26
B-n63-k10-r12_1_10_0.50,221.58,207.71,0.80
B-n63-k10-r12_1_10_1.00,215.35,207.71,0.71
B-n63-k10-r12_1_10_2.00,208.86,207.71,0.68
B-n63-k10-r12_2_10_0.50,208.86,207.71,0.77
B-n63-k10-r12_2_10_1.00,208.60,207.71,0.69
B-n63-k10-r12_2_10_2.00,234.13,207.71,0.71
B-n63-k10-r12_3_10_0.50,254.61,207.71,0.85
B-n63-k10-r12_3_10_1.00,257.19,207.71,0.89
B-n63-k10-r12_3_10_2.00,208.69,207.71,0.72
B-n63-k10-r16_1_2_0.50,348.09,309.09,2.96
B-n63-k10-r16_1_2_1.00,311.20,291.66,3.16
B-n63-k10-r16_1_2_2.00,320.81,293.11,5.03
B-n63-k10-r16_2_2_0.50,336.82,302.61,0.84
B-n63-k10-r16_2_2_1.00,334.59,276.56,2.67
B-n63-k10-r16_2_2_2.00,321.66,240.17,2.27
B-n63-k10-r16_3_2_0.50,312.77,265.32,2.84
B-n63-k10-r16_3_2_1.00,302.97,240.70,3.48
B-n63-k10-r16_3_2_2.00,280.94,276.99,1.17
B-n63-k10-r16_1_3_0.50,305.09,245.20,3.56
B-n63-k10-r16_1_3_1.00,261.48,228.73,3.21
B-n63-k10-r16_1_3_2.00,252.83,218.31,3.65
B-n63-k10-r16_2_3_0.50,267.35,250.31,1.36
B-n63-k10-r16_2_3_1.00,264.06,222.35,2.97
B-n63-k10-r16_2_3_2.00,290.59,227.11,2.39
B-n63-k10-r16_3_3_0.50,294.79,252.28,3.09
B-n63-k10-r16_3_3_1.00,306.62,206.52,2.09
B-n63-k10-r16_3_3_2.00,287.23,206.52,2.07
B-n63-k10-r16_1_4_0.50,266.46,228.81,1.79
B-n63-k10-r16_1_4_1.00,271.47,217.97,2.46
B-n63-k10-r16_1_4_2.00,259.46,206.52,2.00
B-n63-k10-r16_2_4_0.50,270.37,214.73,1.96
B-n63-k10-r16_2_4_1.00,237.72,209.05,1.59
B-n63-k10-r16_2_4_2.00,280.13,190.16,1.59
B-n63-k10-r16_3_4_0.50,234.54,217.92,1.04
B-n63-k10-r16_3_4_1.00,285.90,212.68,1.14
B-n63-k10-r16_3_4_2.00,258.10,206.13,1.51
B-n63-k10-r16_1_10_0.50,223.55,208.20,1.00
B-n63-k10-r16_1_10_1.00,213.25,207.71,0.88
B-n63-k10-r16_1_10_2.00,216.63,187.04,0.93
B-n63-k10-r16_2_10_0.50,208.20,207.71,0.86
B-n63-k10-r16_2_10_1.00,208.69,188.78,0.96
B-n63-k10-r16_2_10_2.00,233.75,186.60,0.79
B-n63-k10-r16_3_10_0.50,209.53,207.71,0.93
B-n63-k10-r16_3_10_1.00,200.67,186.60,0.96
B-n63-k10-r16_3_10_2.00,199.51,186.60,0.76
B-n64-k9-r8_1_2_0.50,278.68,211.42,3.09
B-n64-k9-r8_1_2_1.00,256.45,223.86,2.99
B-n64-k9-r8_1_2_2.00,218.53,193.91,2.76
B-n64-k9-r8_2_2_0.50,265.20,193.91,2.47
B-n64-k9-r8_2_2_1.00,266.58,238.11,3.01
B-n64-k9-r8_2_2_2.00,229.95,193.90,2.77
B-n64-k9-r8_3_2_0.50,281.38,236.22,1.35
B-n64-k9-r8_3_2_1.00,241.46,193.95,1.93
B-n64-k9-r8_3_2_2.00,244.01,207.77,1.95
B-n64-k9-r8_1_3_0.50,208.23,157.75,3.50
B-n64-k9-r8_1_3_1.00,235.53,157.08,1.99
B-n64-k9-r8_1_3_2.00,191.35,154.92,2.33
B-n64-k9-r8_2_3_0.50,224.98,169.79,3.08
B-n64-k9-r8_2_3_1.00,199.37,153.66,3.07
B-n64-k9-r8_2_3_2.00,224.25,155.03,1.87
B-n64-k9-r8_3_3_0.50,193.19,193.19,0.94
B-n64-k9-r8_3_3_1.00,205.90,154.92,1.96
B-n64-k9-r8_3_3_2.00,205.79,154.92,1.67
B-n64-k9-r8_1_4_0.50,208.23,151.84,1.18
B-n64-k9-r8_1_4_1.00,193.82,151.84,1.42
B-n64-k9-r8_1_4_2.00,152.91,151.84,1.06
B-n64-k9-r8_2_4_0.50,202.15,151.84,1.08
B-n64-k9-r8_2_4_1.00,213.80,151.84,1.13
B-n64-k9-r8_2_4_2.00,169.70,151.84,0.93
B-n64-k9-r8_3_4_0.50,201.90,151.84,1.33
B-n64-k9-r8_3_4_1.00,188.85,151.84,1.41
B-n64-k9-r8_3_4_2.00,211.15,151.84,1.35
B-n64-k9-r8_1_9_0.50,151.84,150.57,1.26
B-n64-k9-r8_1_9_1.00,150.57,150.57,1.01
B-n64-k9-r8_1_9_2.00,151.84,151.84,0.96
B-n64-k9-r8_2_9_0.50,151.84,150.57,1.15
B-n64-k9-r8_2_9_1.00,151.07,150.57,0.82
B-n64-k9-r8_2_9_2.00,151.84,151.84,0.80
B-n64-k9-r8_3_9_0.50,151.84,150.57,1.47
B-n64-k9-r8_3_9_1.00,151.11,150.57,0.79
B-n64-k9-r8_3_9_2.00,151.84,151.84,0.72
B-n64-k9-r12_1_2_0.50,245.35,202.40,2.62
B-n64-k9-r12_1_2_1.00,234.86,198.58,2.12
B-n64-k9-r12_1_2_2.00,222.55,189.03,2.63
B-n64-k9-r12_2_2_0.50,223.92,205.21,2.05
B-n64-k9-r12_2_2_1.00,274.84,210.93,2.74
B-n64-k9-r12_2_2_2.00,271.84,186.60,1.81
B-n64-k9-r12_3_2_0.50,275.58,183.85,1.96
B-n64-k9-r12_3_2_1.00,272.63,189.03,2.35
B-n64-k9-r12_3_2_2.00,289.07,221.06,2.10
B-n64-k9-r12_1_3_0.50,206.07,179.52,1.93
B-n64-k9-r12_1_3_1.00,200.91,178.25,2.01
B-n64-k9-r12_1_3_2.00,204.63,182.86,0.94
B-n64-k9-r12_2_3_0.50,202.80,182.99,1.83
B-n64-k9-r12_2_3_1.00,224.72,143.81,4.25
B-n64-k9-r12_2_3_2.00,241.29,136.06,2.91
B-n64-k9-r12_3_3_0.50,208.04,149.21,2.36
B-n64-k9-r12_3_3_1.00,180.43,139.65,3.41
B-n64-k9-r12_3_3_2.00,191.56,138.52,2.67
B-n64-k9-r12_1_4_0.50,183.01,142.11,1.97
B-n64-k9-r12_1_4_1.00,168.84,138.52,0.95
B-n64-k9-r12_1_4_2.00,210.17,131.94,1.43
B-n64-k9-r12_2_4_0.50,202.15,138.52,1.10
B-n64-k9-r12_2_4_1.00,204.07,131.94,1.15
B-n64-k9-r12_2_4_2.00,187.06,131.94,2.24
B-n64-k9-r12_3_4_0.50,213.97,131.94,1.33
B-n64-k9-r12_3_4_1.00,208.52,131.94,1.85
B-n64-k9-r12_3_4_2.00,192.87,131.94,1.26
B-n64-k9-r12_1_9_0.50,150.57,142.11,1.39
B-n64-k9-r12_1_9_1.00,151.07,138.52,0.85
B-n64-k9-r12_1_9_2.00,163.44,131.94,0.92
B-n64-k9-r12_2_9_0.50,186.23,138.52,1.05
B-n64-k9-r12_2_9_1.00,156.35,131.94,0.81
B-n64-k9-r12_2_9_2.00,138.52,131.94,0.79
B-n64-k9-r12_3_9_0.50,138.52,131.94,0.77
B-n64-k9-r12_3_9_1.00,135.74,131.94,0.87
B-n64-k9-r12_3_9_2.00,170.02,131.94,0.73
B-n64-k9-r16_1_2_0.50,259.24,212.33,1.63
B-n64-k9-r16_1_2_1.00,253.51,216.57,2.10
B-n64-k9-r16_1_2_2.00,251.19,173.12,6.64
B-n64-k9-r16_2_2_0.50,245.91,202.53,4.18
B-n64-k9-r16_2_2_1.00,284.60,172.71,2.32
B-n64-k9-r16_2_2_2.00,274.28,165.62,1.68
B-n64-k9-r16_3_2_0.50,265.39,240.20,1.64
B-n64-k9-r16_3_2_1.00,275.31,199.05,1.90
B-n64-k9-r16_3_2_2.00,246.46,183.38,6.18
B-n64-k9-r16_1_3_0.50,218.72,180.96,3.53
B-n64-k9-r16_1_3_1.00,209.30,163.51,2.35
B-n64-k9-r16_1_3_2.00,187.48,136.51,3.98
B-n64-k9-r16_2_3_0.50,212.32,175.06,1.27
B-n64-k9-r16_2_3_1.00,202.02,138.67,1.74
B-n64-k9-r16_2_3_2.00,187.06,145.95,3.35
B-n64-k9-r16_3_3_0.50,201.44,163.34,1.20
B-n64-k9-r16_3_3_1.00,220.89,141.65,2.27
B-n64-k9-r16_3_3_2.00,151.84,141.39,2.53
B-n64-k9-r16_1_4_0.50,187.48,137.87,0.71
B-n64-k9-r16_1_4_1.00,194.33,133.78,1.10
B-n64-k9-r16_1_4_2.00,190.20,133.78,1.21
B-n64-k9-r16_2_4_0.50,193.64,135.56,2.01
B-n64-k9-r16_2_4_1.00,172.59,133.78,1.22
B-n64-k9-r16_2_4_2.00,189.64,133.78,1.00
B-n64-k9-r16_3_4_0.50,220.49,133.78,1.66
B-n64-k9-r16_3_4_1.00,186.02,133.78,1.00
B-n64-k9-r16_3_4_2.00,151.84,133.78,1.78
B-n64-k9-r16_1_9_0.50,151.93,137.87,0.88
B-n64-k9-r16_1_9_1.00,145.99,133.78,0.98
B-n64-k9-r16_1_9_2.00,181.14,133.78,0.99
B-n64-k9-r16_2_9_0.50,137.46,133.78,0.71
B-n64-k9-r16_2_9_1.00,187.90,133.78,0.95
B-n64-k9-r16_2_9_2.00,153.12,133.78,0.73
B-n64-k9-r16_3_9_0.50,133.78,133.78,0.68
B-n64-k9-r16_3_9_1.00,186.55,133.78,1.09
B-n64-k9-r16_3_9_2.00,176.59,133.78,2.53
B-n66-k9-r8_1_2_0.50,333.11,286.47,2.08
B-n66-k9-r8_1_2_1.00,352.49,262.64,3.09
B-n66-k9-r8_1_2_2.00,312.21,279.34,1.62
B-n66-k9-r8_2_2_0.50,332.48,288.21,3.54
B-n66-k9-r8_2_2_1.00,310.01,262.99,2.37
B-n66-k9-r8_2_2_2.00,340.94,269.32,1.79
B-n66-k9-r8_3_2_0.50,299.95,277.62,2.13
B-n66-k9-r8_3_2_1.00,332.35,277.08,2.19
B-n66-k9-r8_3_2_2.00,301.99,274.94,1.22
B-n66-k9-r8_1_3_0.50,288.33,231.27,3.50
B-n66-k9-r8_1_3_1.00,294.47,223.06,1.71
B-n66-k9-r8_1_3_2.00,258.83,225.90,1.97
B-n66-k9-r8_2_3_0.50,269.94,228.63,1.55
B-n66-k9-r8_2_3_1.00,277.16,257.02,0.92
B-n66-k9-r8_2_3_2.00,265.07,241.08,2.07
B-n66-k9-r8_3_3_0.50,267.67,231.27,1.26
B-n66-k9-r8_3_3_1.00,268.71,245.69,1.66
B-n66-k9-r8_3_3_2.00,276.80,230.59,5.47
B-n66-k9-r8_1_4_0.50,244.10,216.03,1.91
B-n66-k9-r8_1_4_1.00,243.83,216.60,0.77
B-n66-k9-r8_1_4_2.00,257.38,218.11,1.73
B-n66-k9-r8_2_4_0.50,245.58,218.11,0.75
B-n66-k9-r8_2_4_1.00,236.89,218.11,1.15
B-n66-k9-r8_2_4_2.00,247.54,223.06,0.81
B-n66-k9-r8_3_4_0.50,289.62,218.11,2.10
B-n66-k9-r8_3_4_1.00,241.43,223.06,0.72
B-n66-k9-r8_3_4_2.00,253.70,234.24,0.80
B-n66-k9-r8_1_9_0.50,203.50,199.53,0.68
B-n66-k9-r8_1_9_1.00,203.39,199.53,0.71
B-n66-k9-r8_1_9_2.00,199.53,199.53,0.69
B-n66-k9-r8_2_9_0.50,207.43,199.53,0.69
B-n66-k9-r8_2_9_1.00,206.34,199.53,0.69
B-n66-k9-r8_2_9_2.00,209.17,199.53,0.70
B-n66-k9-r8_3_9_0.50,212.73,199.53,0.73
B-n66-k9-r8_3_9_1.00,217.61,199.53,0.71
B-n66-k9-r8_3_9_2.00,205.76,199.53,0.73
B-n66-k9-r12_1_2_0.50,313.99,275.46,2.33
B-n66-k9-r12_1_2_1.00,312.99,276.49,2.23
B-n66-k9-r12_1_2_2.00,296.09,252.08,2.16
B-n66-k9-r12_2_2_0.50,307.63,276.43,1.42
B-n66-k9-r12_2_2_1.00,320.53,272.44,4.03
B-n66-k9-r12_2_2_2.00,353.86,265.60,1.56
B-n66-k9-r12_3_2_0.50,318.29,280.43,2.16
B-n66-k9-r12_3_2_1.00,308.55,257.86,2.39
B-n66-k9-r12_3_2_2.00,310.26,263.15,2.18
B-n66-k9-r12_1_3_0.50,310.69,251.92,2.39
B-n66-k9-r12_1_3_1.00,275.69,233.95,1.97
B-n66-k9-r12_1_3_2.00,239.94,222.72,1.10
B-n66-k9-r12_2_3_0.50,260.95,222.72,3.49
B-n66-k9-r12_2_3_1.00,297.27,239.49,2.08
B-n66-k9-r12_2_3_2.00,294.27,258.84,1.17
B-n66-k9-r12_3_3_0.50,276.88,222.72,1.80
B-n66-k9-r12_3_3_1.00,265.57,243.52,1.03
B-n66-k9-r12_3_3_2.00,271.68,244.23,1.11
B-n66-k9-r12_1_4_0.50,242.08,231.88,3.23
B-n66-k9-r12_1_4_1.00,235.51,222.72,1.00
B-n66-k9-r12_1_4_2.00,227.31,222.72,0.83
B-n66-k9-r12_2_4_0.50,265.49,214.06,1.01
B-n66-k9-r12_2_4_1.00,248.08,222.72,1.09
B-n66-k9-r12_2_4_2.00,245.80,209.76,1.24
